Id,Number,Timestamp,Due date,,,Uniq items ordered,Amount excluding taxes (CAD),Amount including taxes (CAD),Status,Distribution mode,Delivery date,Delivery fees (CAD),Distance to pickup (km),Vendor organization id,,Buyer organization id,,Creator organization id,,Creator logged in
1ExCQKuPB6Ie00F6MLCg,230830-0248,2024-06-17,2023-09-29,,,19,"912,25","912,25",completed,delivery,2023-09-01,0,,OosAh6jwi62Cd5fvEZ8V,,BvZxRvYvWOn6we4SyBW5,,BvZxRvYvWOn6we4SyBW5,,TRUE
1f5wmymJeQ7rugKH5eXD,PO240828-3408,2024-08-28,2024-09-11,,,1,72,72,completed,pickup,2024-08-30,,1,5SbYMzADNTSypp3CHqdt,,Q77aDERArPxSmKRBMr6g,,Q77aDERArPxSmKRBMr6g,,TRUE
1FG9JqmmgDkp1ShwTR73,PO240624-3896,2024-06-24,2024-07-24,,,6,"208,4","208,4",completed,delivery,2024-06-25,0,,Wg0Ey5tINc9Me5HiUNxF,,,,Wg0Ey5tINc9Me5HiUNxF,,TRUE
1ftN9DphUyryUmiAC6pE,PO250120-7000,2025-01-22,2025-02-04,,,2,55,55,completed,delivery,2025-01-22,,,i9gSl2aoojNnojdVdhfn,,E27dDjzhoGo518caoQUv,,i9gSl2aoojNnojdVdhfn,,TRUE
1g64n6lLvoeMJXLNk1wy,PO-000072,2024-06-17,2021-11-24,,,6,"195,05","195,05",completed,delivery,2021-10-27,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
1gfT3CftPtT2cUIvB06C,PO250115-9296,2025-01-20,2025-01-30,,,4,230,230,completed,delivery,2025-01-16,5,,i9gSl2aoojNnojdVdhfn,,,,i9gSl2aoojNnojdVdhfn,,TRUE
1hkAfW4FyMF5ZX3wnYEj,PO240715-6376,2024-11-19,2024-08-14,,,6,"927,25","927,25",completed,delivery,2024-07-16,0,,Wg0Ey5tINc9Me5HiUNxF,,,,Wg0Ey5tINc9Me5HiUNxF,,TRUE
1HSMDkyGAOrPkZvknBjk,PO240506-9448,2024-06-17,2024-05-20,,,1,"312,5","312,5",completed,pickup,2024-05-08,,,5SbYMzADNTSypp3CHqdt,,3Bp3hrg2a0RX8Mqo6Cj0,,3Bp3hrg2a0RX8Mqo6Cj0,,TRUE
1I40a6N39IVotN3e0IyP,PO-000032,2024-06-17,2021-08-13,,,1,60,60,completed,delivery,2021-07-30,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
1ICShcUxHpnwTeOd21WQ,230817-2792,2024-06-17,2023-08-24,,,7,265,265,completed,delivery,2023-08-22,0,,OosAh6jwi62Cd5fvEZ8V,,pif4MhdMTcndgQuRtgvt,,pif4MhdMTcndgQuRtgvt,,TRUE
1iDKLIKuxiZCzNDjQtqN,PO241219-4072,2024-12-20,2025-01-02,,,6,"227,5","228,4",completed,delivery,2024-12-22,6,,5SbYMzADNTSypp3CHqdt,,uBxkPwtjvtDGKwRU8UDS,,uBxkPwtjvtDGKwRU8UDS,,TRUE
1io8X7fCkwDjhhIn1HqA,PO240303-0096,2024-06-17,2024-03-17,,,3,"116,4","117,3",completed,delivery,2024-03-06,6,,5SbYMzADNTSypp3CHqdt,,XkCH7wPKVhbrvPEfCfEV,,XkCH7wPKVhbrvPEfCfEV,,TRUE
