,,,unique_id,,org_cat,,,,,lang,region,sous-region,city,,,,province,country,timestamp_creation
,,,jR8UOYZUo7uy8bezVROy,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2024-09-05
,,,yp50yugh70fdBKnITlti,,consumer,,,,,fr,Montréal,Ahuntsic-Cartierville,Montréal,,,,Quebec,Canada,2024-09-10
,,,1gXvELVlT4mzVAD2gmc9,,consumer,,,,,fr,Mauricie,Trois-Rivières,Trois-Rivieres,,,,Quebec,Canada,2024-09-10
,,,OQQdw6vyspAdu7FqSXE0,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,La Côte-de-Gaspé,Gaspé,,,,Quebec,Canada,2024-09-16
,,,io94QLF6arWHduL1F11N,,consumer,,,,,fr,Lanaudière,L'Assomption,REPENTIGNY,,,,Quebec,Canada,2024-09-16
,,,gAiUHNQ9xFMLZ3wnuoU2,,consumer,,,,,fr,Estrie,Coaticook,Compton,,,,Quebec,Canada,2024-09-16
,,,hf1QaFtnlqbreuMKZuXH,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2024-09-17
,,,xHzkUGgj80YQUeqiYM2l,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Etang du nord,,,,Quebec,Canada,2024-09-17
,,,QKJMSlVfziVsQGIpnqaL,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin ,,,,Quebec,Canada,2024-09-18
,,,9H8MpT6s0MM4vXh9Fi1d,,consumer,,,,,fr,Chaudière-Appalaches,Lévis,Lévis,,,,Quebec,Canada,2024-09-20
,,,Sl2soioP01aLiMDChm82,,consumer,,,,,fr,Lanaudière,L'Assomption,repentigny,,,,Quebec,Canada,2024-09-23
,,,iC9ol4gTdIdvez2EQM9h,,consumer,,,,,fr,Montréal,LaSalle,Lasalle,,,,Quebec,Canada,2024-09-26
,,,mvUzbVqV9HaUykSMpxQn,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2024-09-30
,,,jA4civAkXXrzmzLvCnFP,,consumer,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,Chicoutimi,,,,Quebec,Canada,2024-10-01
,,,FvRDlMg04mxO3Or0gF6z,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2024-10-01
,,,IhBPsy2TXpGCb4tRd9vO,,consumer,,,,,fr,Chaudière-Appalaches,Lévis,Lévis,,,,Quebec,Canada,2024-10-04
,,,rMQ5RcwsfFLwR0YO1yNC,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2024-10-10
,,,aaxv8PXa6C4o1tBkSY7W,,consumer,,,,,fr,Mauricie,Maskinongé,Louiseville,,,,Quebec,Canada,2024-10-11
,,,YzkAcRx6eA47TtEFERTF,,consumer,,,,,fr,Lanaudière,Joliette,Joliette,,,,Quebec,Canada,2024-10-11
,,,12JJdzjz1Q5ly3CK4MZ5,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Sutton,,,,Quebec,Canada,2024-10-17
,,,OBI1sRUxZ9AKUQPomsen,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montreal,,,,Quebec,Canada,2024-10-18
,,,mctKubClVnhUBYSeE2Sa,,consumer,,,,,fr,Abitibi-Témiscamingue,,Gallichan,,,,Quebec,Canada,2024-10-21
,,,jjHPw09zwiVBICRZ4Eo3,,consumer,,,,,fr,Saguenay--Lac-Saint-Jean,,Albanel ,,,,Quebec,Canada,2024-10-24
,,,2b1d9QjwhEJQnRZpNuWP,,consumer,,,,,fr,Montérégie,Longueuil,Longueuil,,,,Quebec,Canada,2024-10-31
,,,Sq1OjQuchOWTZvQseDG1,,consumer,,,,,fr,Lanaudière,Joliette,Saint-Charles-Borromée ,,,,Quebec,Canada,2024-11-03
,,,j3Yfs4ypqNC6A5uaSbW5,,consumer,,,,,fr,Capitale-Nationale,Charlevoix-Est,Saint-aimé des lacs,,,,Quebec,Canada,2024-11-11
,,,mJso0U1Ymsg3gNtwtdXM,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Outremont,,,,Quebec,Canada,2024-11-11
,,,3UmJNF7qSzbeWvbR5pXj,,consumer,,,,,en,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montreal,,,,Quebec,Canada,2024-11-12
,,,PaBMYFncX2Ungo5bhnEn,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2024-11-13
,,,WRW3Q4KlHmSscQXfNeQe,,consumer,,,,,fr,Montréal,Rivière-des-Prairies - Pointe-aux-Trembles,Montréal,,,,Quebec,Canada,2024-11-24
,,,4hgS7lQZh8uhkDPebR82,,consumer,,,,,fr,Montréal,Rivière-des-Prairies - Pointe-aux-Trembles,Montreal,,,,Quebec,Canada,2024-12-03
,,,5ajkqvjJeRJv5hqknhO1,,consumer,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,La Baie,,,,Quebec,Canada,2024-12-04
,,,xHZioj5D63NALUlshv23,,consumer,,,,,fr,Chaudière-Appalaches,Bellechasse,St-Ansleme,,,,Quebec,Canada,2024-12-05
,,,ZUhu3VKEt7SyFyRyVcrr,,consumer,,,,,fr,Laurentides,La Rivière-du-Nord,Prévost,,,,Quebec,Canada,2024-12-09
,,,Jfh42qe4du6hcjlEkk4P,,consumer,,,,,fr,Montréal,Ville-Marie,Montreall,,,,Quebec,Canada,2024-12-21
,,,kqoVsDEYgzQw0EAihrr6,,consumer,,,,,fr,Chaudière-Appalaches,Bellechasse,Saint-Nérée-de-Bellechasse ,,,,Quebec,Canada,2025-01-16
,,,HS7hD7UDs9buwhqubyrX,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2025-01-23
,,,NNyXtJK7KWa4opPICVHL,,consumer,,,,,fr,Côte-Nord,Manicouagan,Baie-comeau,,,,Quebec,Canada,2025-02-01
,,,XHH81KccDZwY6AiVbalw,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montréal,,,,Quebec,Canada,2025-02-03
,,,toAYNfDEuXUN59Ei33Hi,,consumer,,,,,fr,Côte-Nord,Manicouagan,Pointe-aux-Outardes,,,,Quebec,Canada,2025-02-06
,,,bSDhHxzAw4sFfTLiIODT,,consumer,,,,,fr,Côte-Nord,Manicouagan,Baie-Comeau ,,,,Quebec,Canada,2025-02-06
